n,input_graph6,output_graph6,case,move,N_old,R_old,N_new,R_new,cross_score,mean_gain
12,KhE?GE??G@O?,KhI?GE??G@O?,leaf_degree_two,pendant_path_fold,223,1361,264,1668,12660,1055/4906
12,KhE?GE??K??@,KhI?GE??K??@,leaf_degree_two,pendant_path_fold,202,1208,239,1481,10450,5225/24139
12,KhE?GE??K?O?,KhI?GE??K?O?,leaf_degree_two,pendant_path_fold,261,1596,310,1959,16539,5513/26970
12,KhG`A?@_??_@,KhG`A@?_??_@,leaf_degree_two,pendant_path_fold,288,1816,372,2394,13920,145/1116
12,KhG`C?@?GA?@,KhG`C?@?OA?@,leaf_degree_two,pendant_path_fold,232,1468,288,1886,14768,923/4176
12,KhG`C?@?K??@,KhG`C?@?S??@,leaf_degree_two,pendant_path_fold,262,1667,316,2078,17664,2208/10349
12,KhGa?CA_??_@,KhGa?CA_??_A,leaf_degree_two,pendant_path_fold,252,1588,298,1943,16412,4103/18774
12,KhGa?D?_??_@,KhGaA@?_??_@,leaf_degree_two,pendant_path_fold,295,1863,384,2466,12078,2013/18880
12,KhGa?E??G?_A,KhGaAA??G?_A,leaf_degree_two,pendant_path_fold,220,1380,282,1815,10140,169/1034
12,KhGa?E??G?_C,KhGaAA??G?_C,leaf_degree_two,pendant_path_fold,247,1575,318,2075,11675,11675/78546
12,KhGa?E??G?o?,KhGaAA??G?o?,leaf_degree_two,pendant_path_fold,272,1736,352,2292,12352,193/1496
12,KhGaC?@?GA?@,KhGaC?@?OA?@,leaf_degree_two,pendant_path_fold,235,1499,294,1935,14019,4673/23030
12,KhGaC?@?K??@,KhGaC?@?S??@,leaf_degree_two,pendant_path_fold,267,1707,324,2136,17244,479/2403
12,KhGc?C@?OC?@,KhGc?C@?OC?O,leaf_degree_two,pendant_path_fold,204,1284,258,1675,10428,869/4386
12,KhGc?C@?S??@,KhGc?C@?S?O?,leaf_degree_two,pendant_path_fold,214,1351,273,1773,10599,3533/19474
12,KhGc?C@?_?_O,KhGc?CA?_?_O,leaf_degree_two,pendant_path_fold,235,1495,300,1958,11630,1163/7050
12,KhGc?C@?_?o?,KhGc?CA?_?o?,leaf_degree_two,pendant_path_fold,236,1508,298,1959,12940,3235/17582
12,KhGc?C@?c??@,KhGc?CA?c??@,leaf_degree_two,pendant_path_fold,243,1555,304,2002,13766,6883/36936
12,KhGc?C@_??_@,KhGc?CA_??_@,leaf_degree_two,pendant_path_fold,192,1176,232,1472,9792,51/232
12,KhGc?C@_??_A,KhGc?CA_??_A,leaf_degree_two,pendant_path_fold,232,1472,282,1847,13400,1675/8178
12,KhGc?C@_??o?,KhGc?CA_??o?,leaf_degree_two,pendant_path_fold,270,1723,330,2167,16500,5/27
12,KhGc?CA?c??@,KhGc?CA?c?O?,leaf_degree_two,pendant_path_fold,304,2002,393,2641,16078,8039/59736
12,KhGc?CA_??_A,KhGcCA?_??_A,cherry,fold,282,1847,429,2865,15567,5189/40326
12,KhGc?CA_??o?,KhGc?CA_C?O?,leaf_degree_two,pendant_path_fold,330,2167,429,2865,15807,479/4290
12,KhGc?E??K??@,KhGcCA??K??@,leaf_degree_two,pendant_path_fold,299,1927,388,2546,13578,6789/58006
12,KhGc?E??K?O?,KhGcCA??K?O?,leaf_degree_two,pendant_path_fold,388,2546,507,3372,17514,2919/32786
12,KhH?GH?_??_@,KhH?GH?_??_A,leaf_degree_two,pendant_path_fold,273,1716,324,2104,18408,118/567
12,KhH?GI??G?_A,KiP?GI??G?_A,cherry,fold,204,1272,306,1963,11220,55/306
12,KhH?GI??G?_C,KhH?GI??G@?C,leaf_degree_two,pendant_path_fold,229,1452,282,1847,13499,13499/64578
12,KhH?GI??G?o?,KhH?GI??G@O?,leaf_degree_two,pendant_path_fold,252,1600,304,1992,15584,487/2394
12,KhH?I?@_??_@,KhHAA?@_??_@,leaf_degree_two,pendant_path_fold,247,1523,321,2016,9069,3023/26429
12,KhH?I@?_??_@,KhHAA@?_??_@,leaf_degree_two,pendant_path_fold,321,2016,420,2674,11634,277/3210
12,KhH?IA??G?_A,KhHAAA??G?_A,leaf_degree_two,pendant_path_fold,237,1488,306,1963,9903,3301/24174
12,KhH?IA??G?_C,KhHAAA??G?_C,leaf_degree_two,pendant_path_fold,267,1701,346,2247,11403,3801/30794
12,KhH?IA??G?o?,KhHAAA??G?o?,leaf_degree_two,pendant_path_fold,295,1877,384,2484,12012,1001/9440
12,KhH?K?@?G@?G,KhHAC?@?G@?G,leaf_degree_two,pendant_path_fold,217,1376,276,1800,10824,902/4991
12,KhH?K?@?G@O?,KhHAC?@?G@O?,leaf_degree_two,pendant_path_fold,228,1444,292,1896,10640,35/219
12,KhH?K?@?GA?@,KhHAC?@?GA?@,leaf_degree_two,pendant_path_fold,199,1235,253,1616,9129,9129/50347
12,KhH?K?@?GA?G,KhHAC?@?GA?G,leaf_degree_two,pendant_path_fold,249,1596,318,2091,13131,1459/8798
12,KhH?K?@?GAO?,KhHAC?@?GAO?,leaf_degree_two,pendant_path_fold,259,1661,333,2184,12543,113/777
12,KhH?K?@?K??@,KhHAC?@?K??@,leaf_degree_two,pendant_path_fold,225,1402,289,1844,9722,9722/65025
12,KhH?K?@?K?O?,KhHAC?@?K?O?,leaf_degree_two,pendant_path_fold,288,1840,372,2424,13632,71/558
12,KhH?K?@?OA?G,KhHAC?@?OA?G,leaf_degree_two,pendant_path_fold,316,2078,405,2725,19510,1951/12798
12,KhH?K?@?OAO?,KhHAC?@?OAO?,leaf_degree_two,pendant_path_fold,324,2136,418,2811,17916,1493/11286
12,KhH?K?@?S??@,KhHAC?@?S??@,leaf_degree_two,pendant_path_fold,273,1756,352,2312,13064,1633/12012
12,KhHAC?@?GA?@,KhHAC?@?OA?@,leaf_degree_two,pendant_path_fold,253,1616,318,2091,15135,5045/26818
12,KhHAC?@?K??@,KhHAC?@?S??@,leaf_degree_two,pendant_path_fold,289,1844,352,2312,19080,2385/12716
12,KhHAC?@?S??@,KhHAC?@?S?O?,leaf_degree_two,pendant_path_fold,352,2312,456,3048,18624,97/836
12,KhHC?C@?S??@,KhHC?C@?S?O?,leaf_degree_two,pendant_path_fold,229,1452,294,1911,10731,73/458
12,KhHC?C@?_?_O,KhHC?CA?_?_O,leaf_degree_two,pendant_path_fold,251,1605,322,2107,12047,1721/11546
12,KhHC?C@?_?o?,KhHC?CA?_?o?,leaf_degree_two,pendant_path_fold,253,1622,321,2112,13674,4558/27071
12,KhHC?C@?c??@,KhHC?CA?c??@,leaf_degree_two,pendant_path_fold,261,1674,328,2160,14688,204/1189
12,KhHC?C@_??_@,KhHC?CA_??_@,leaf_degree_two,pendant_path_fold,205,1262,249,1584,10482,3494/17015
12,KhHC?C@_??_A,KhHC?CA_??_A,leaf_degree_two,pendant_path_fold,249,1584,304,1992,14472,603/3154
12,KhHC?C@_??o?,KhHC?CA_??o?,leaf_degree_two,pendant_path_fold,291,1857,357,2340,17991,1999/11543
12,KhHC?CA?c??@,KhHC?CA?c?O?,leaf_degree_two,pendant_path_fold,328,2160,426,2855,16280,2035/17466
12,KhHC?CA_??_A,KhHCCA?_??_A,cherry,fold,304,1992,466,3099,13824,432/4427
12,KhHC?CA_??o?,KhHC?CA_C?O?,leaf_degree_two,pendant_path_fold,357,2340,466,3099,15903,5301/55454
12,KhHC?E??K??@,KhHCCA??K??@,leaf_degree_two,pendant_path_fold,323,2079,421,2752,13637,13637/135983
12,KhHC?E??K?O?,KhHCCA??K?O?,leaf_degree_two,pendant_path_fold,421,2752,552,3650,17546,8773/116196
12,KhI?GCA_??_@,KhI?GCA_??_A,leaf_degree_two,pendant_path_fold,172,1040,208,1304,7968,249/1118
12,KhI?GCA_??_A,KhI?GCA_C?O?,cherry,fold,208,1304,313,2017,11384,1423/8138
12,KhI?GCA_??o?,KhI?GCA_C?O?,leaf_degree_two,pendant_path_fold,242,1527,313,2017,10163,10163/75746
12,KhI?GCC?GG?@,KhI?GGC?GG?@,leaf_degree_two,pendant_path_fold,215,1323,277,1744,8489,8489/59555
12,KhI?GCC?GG?_,KhI?GGC?GG?_,leaf_degree_two,pendant_path_fold,277,1744,360,2306,10922,5461/49860
12,KhI?GCC?GGO?,KhI?GGC?GGO?,leaf_degree_two,pendant_path_fold,265,1688,342,2223,11799,69/530
12,KhI?GCC?K??@,KhI?GGC?K??@,leaf_degree_two,pendant_path_fold,209,1298,265,1692,9658,878/5035
12,KhI?GCC?K?O?,KhI?GGC?K?O?,leaf_degree_two,pendant_path_fold,268,1708,342,2231,13772,3443/22914
12,KhI?GCC@C??@,KhI?GGC@C??@,leaf_degree_two,pendant_path_fold,265,1692,340,2218,12490,1249/9010
12,KhI?GCC_??_@,KhI?GGC_??_@,leaf_degree_two,pendant_path_fold,195,1197,244,1544,9012,751/3965
12,KhI?GCC_??_A,KhI?GGC_??_A,leaf_degree_two,pendant_path_fold,237,1504,298,1943,12299,12299/70626
12,KhI?GCC_??o?,KhI?GGC_??o?,leaf_degree_two,pendant_path_fold,277,1764,350,2283,14991,14991/96950
12,KhI?GE??G?o?,KhI?GI??G?o?,leaf_degree_two,pendant_path_fold,216,1324,264,1668,10752,56/297
12,KhI?GE??G@?C,KhI?GI??G@?C,leaf_degree_two,pendant_path_fold,244,1544,298,1943,13980,3495/18178
12,KhI?GE??G@O?,KhI?GI??G@O?,leaf_degree_two,pendant_path_fold,264,1668,324,2104,15024,313/1782
12,KhI?GE??K??@,KhI?GI??K??@,leaf_degree_two,pendant_path_fold,239,1481,293,1868,12519,12519/70027
12,KhI?GE??K?O?,KhI?GI??K?O?,leaf_degree_two,pendant_path_fold,310,1959,382,2475,18912,4728/29605
12,KhI?GGC@C??@,KhI?GGC@C?O?,leaf_degree_two,pendant_path_fold,340,2218,441,2929,17722,8861/74970
12,KhI?GGC_??_A,KhI?GGC_C?O?,cherry,fold,298,1943,457,3025,13499,13499/136186
12,KhI?GGC_??o?,KhI?GGC_C?O?,leaf_degree_two,pendant_path_fold,350,2283,457,3025,15419,15419/159950
12,KhI?GI??G@O?,KhICCA??G@O?,cherry,fold,324,2104,501,3285,10236,853/13527
12,KhI?GI??K??@,KhI?GI?_C??@,leaf_degree_two,pendant_path_fold,293,1868,382,2475,11599,11599/111926
12,KhI?GI??K?O?,KhI?GI?_C?O?,leaf_degree_two,pendant_path_fold,382,2475,501,3285,14895,4965/63794
12,KhI?K?@_??o?,KhICC?@_??o?,leaf_degree_two,pendant_path_fold,345,2196,452,2914,12738,2123/25990
12,KhI?K?@_C?O?,KhICC?@_C?O?,leaf_degree_two,pendant_path_fold,452,2914,595,3872,16314,8157/134470
12,KhOI?D?_??_@,KiOI?D?_??_@,leaf_degree_two,pendant_path_fold,290,1788,379,2371,9938,4969/54955
12,KhOI?E??G?_C,KiOI?E??G?_C,leaf_degree_two,pendant_path_fold,242,1512,313,1996,9776,4888/37873
12,KhOI?E??G?o?,KiOI?E??G?o?,leaf_degree_two,pendant_path_fold,267,1667,347,2205,10286,10286/92649
12,KhOIA@?_??_@,KiOIA@?_??_@,leaf_degree_two,pendant_path_fold,379,2371,498,3149,12713,12713/188742
12,KhOIAA??G?_C,KiOIAA??G?_C,leaf_degree_two,pendant_path_fold,313,1996,408,2642,12578,6289/63852
12,KhOIAA??G?o?,KiOIAA??G?o?,leaf_degree_two,pendant_path_fold,347,2205,454,2923,13211,13211/157538
12,KhOIC?@?GA?@,KiOIC?@?GA?@,leaf_degree_two,pendant_path_fold,230,1440,295,1891,10130,1013/6785
12,KhOIC?@?GA?G,KiOIC?@?GA?G,leaf_degree_two,pendant_path_fold,289,1864,372,2450,14642,7321/53754
12,KhOIC?@?GAO?,KiOIC?@?GAO?,leaf_degree_two,pendant_path_fold,302,1944,391,2563,13922,6961/59041
12,KhOIC?@?K??@,KiOIC?@?K??@,leaf_degree_two,pendant_path_fold,262,1640,339,2163,10746,1791/14803
12,KhOIC?@?K?O?,KiOIC?@?K?O?,leaf_degree_two,pendant_path_fold,337,2156,438,2847,15111,69/674
12,KhOIC?@?OA?G,KiOIC?@?OA?G,leaf_degree_two,pendant_path_fold,368,2430,475,3196,21878,10939/87400
12,KhOIC?@?OAO?,KiOIC?@?OAO?,leaf_degree_two,pendant_path_fold,379,2503,492,3302,19982,9991/93234
12,KhOIC?@?S??@,KiOIC?@?S??@,leaf_degree_two,pendant_path_fold,319,2057,414,2715,14487,439/4002
12,KhOIC?@?S?O?,KiOIC?@?S?O?,leaf_degree_two,pendant_path_fold,413,2712,538,3583,20723,20723/222194
12,KhOIC?@_??o?,KiOIC?@_??o?,leaf_degree_two,pendant_path_fold,374,2412,487,3187,17294,8647/91069
12,KhOK?C@?_?o?,KiOK?C@?_?o?,leaf_degree_two,pendant_path_fold,231,1451,293,1890,11447,11447/67683
12,KhOK?C@?_C?O,KiOK?C@?_C?O,leaf_degree_two,pendant_path_fold,295,1891,372,2450,19298,9649/54870
12,KhOK?C@?_CO?,KiOK?C@?_CO?,leaf_degree_two,pendant_path_fold,293,1890,373,2464,16982,16982/109289
12,KhOK?C@?c??@,KiOK?C@?c??@,leaf_degree_two,pendant_path_fold,238,1496,303,1953,11526,113/707
12,KhOK?C@?c?O?,KiOK?C@?c?O?,leaf_degree_two,pendant_path_fold,307,1973,393,2580,16671,5557/40217
12,KhOK?C@_??_@,KiOK?C@_??_@,leaf_degree_two,pendant_path_fold,187,1127,237,1470,7791,2597/14773
12,KhOK?C@_??_A,KiOK?C@_??_A,leaf_degree_two,pendant_path_fold,227,1415,289,1848,10561,10561/65603
12,KhOK?C@_??o?,KiOK?C@_??o?,leaf_degree_two,pendant_path_fold,265,1658,339,2169,12723,4241/29945
12,KhOK?C@_C?O?,KiOK?C@_C?O?,leaf_degree_two,pendant_path_fold,344,2192,442,2871,18760,2345/19006
12,KhOK?CA?_C?O,KiOK?CA?_C?O,leaf_degree_two,pendant_path_fold,382,2493,483,3232,30505,30505/184506
12,KhOK?CA?_CO?,KiOK?CA?_CO?,leaf_degree_two,pendant_path_fold,376,2476,480,3230,26000,325/2256
12,KhOK?CA?c??@,KiOK?CA?c??@,leaf_degree_two,pendant_path_fold,299,1931,382,2523,16735,16735/114218
12,KhOK?CA?c?O?,KiOK?CA?c?O?,leaf_degree_two,pendant_path_fold,388,2552,498,3339,24636,2053/16102
12,KhOK?CA_??_A,KiOK?CA_??_A,leaf_degree_two,pendant_path_fold,277,1780,354,2327,14459,14459/98058
12,KhOK?CA_??o?,KiOK?CA_??o?,leaf_degree_two,pendant_path_fold,325,2090,417,2736,17670,1178/9035
12,KhOK?CA_C?O?,KiOK?CA_C?O?,leaf_degree_two,pendant_path_fold,424,2768,546,3627,26520,85/742
12,KhOK?E??K??@,KiOK?E??K??@,leaf_degree_two,pendant_path_fold,294,1856,377,2430,14708,7354/55419
12,KhOK?E??K?O?,KiOK?E??K?O?,leaf_degree_two,pendant_path_fold,383,2457,493,3220,21959,21959/188819
12,KhOK?E?_C?O?,KiOK?E?_C?O?,leaf_degree_two,pendant_path_fold,502,3259,648,4274,33716,8429/81324
12,KhPAC?@?K??@,KiPAC?@?K??@,leaf_degree_two,pendant_path_fold,339,2163,442,2861,13833,4611/49946
12,KhPAC?@?S??@,KiPAC?@?S??@,leaf_degree_two,pendant_path_fold,414,2715,541,3593,18687,6229/74658
12,KhPAC?@_??o?,KiPAC?@_??o?,leaf_degree_two,pendant_path_fold,487,3187,638,4221,22321,22321/310706
12,KhPC?C@?c??@,KiPC?C@?c??@,leaf_degree_two,pendant_path_fold,303,1953,390,2563,14919,4973/39390
12,KhPC?C@_??_@,KiPC?C@_??_@,leaf_degree_two,pendant_path_fold,237,1470,304,1928,10056,419/3002
12,KhPC?C@_??_A,KiPC?C@_??_A,leaf_degree_two,pendant_path_fold,289,1848,372,2426,13658,6829/53754
12,KhPC?C@_??o?,KiPC?C@_??o?,leaf_degree_two,pendant_path_fold,339,2169,438,2851,16467,5489/49494
12,KhPC?CA?c??@,KiPC?CA?c??@,leaf_degree_two,pendant_path_fold,382,2523,493,3313,21727,21727/188326
12,KhPC?CA_??_A,KiPC?CA_??_A,leaf_degree_two,pendant_path_fold,354,2327,457,3057,18739,18739/161778
12,KhPC?CA_??o?,KiPC?CA_??o?,leaf_degree_two,pendant_path_fold,417,2736,540,3598,22926,3821/37530
12,KhPC?E??K??@,KiPC?E??K??@,leaf_degree_two,pendant_path_fold,377,2430,488,3196,19052,4763/45994
12,KhPC?E??K?O?,KiPC?E??K?O?,leaf_degree_two,pendant_path_fold,493,3220,640,4238,28534,14267/157760
12,KhQ?GCC_??_@,KiQ?GCC_??_@,leaf_degree_two,pendant_path_fold,222,1380,279,1783,10806,1801/10323
12,KhQ?GCC_??_A,KiQ?GCC_??_A,leaf_degree_two,pendant_path_fold,271,1737,342,2247,14883,4961/30894
12,KhQ?GCC_??o?,KiQ?GCC_??o?,leaf_degree_two,pendant_path_fold,318,2040,403,2643,18354,3059/21359
12,KhQ?GE??G?o?,KiQ?GE??G?o?,leaf_degree_two,pendant_path_fold,247,1529,312,1980,12012,77/494
12,KhQ?GE??G@?C,KiQ?GE??G@?C,leaf_degree_two,pendant_path_fold,279,1783,352,2306,15758,7879/49104
12,KhQ?GE??G@O?,KiQ?GE??G@O?,leaf_degree_two,pendant_path_fold,303,1929,384,2500,16764,1397/9696
12,KhQ?GE??K??@,KiQ?GE??K??@,leaf_degree_two,pendant_path_fold,274,1712,347,2219,13942,6971/47539
12,KhQ?GE??K?O?,KiQ?GE??K?O?,leaf_degree_two,pendant_path_fold,357,2268,454,2943,20979,999/7718
12,KhQ?GGC@C??@,KiQ?GGC@C??@,leaf_degree_two,pendant_path_fold,390,2563,493,3313,28511,28511/192270
12,KhQ?GGC_??_A,KiQ?GGC_??_A,leaf_degree_two,pendant_path_fold,342,2247,433,2909,21927,7309/49362
12,KhQ?GGC_??o?,KiQ?GGC_??o?,leaf_degree_two,pendant_path_fold,403,2643,512,3426,27462,13731/103168
12,KhQ?GI??G@O?,KiQ?GI??G@O?,leaf_degree_two,pendant_path_fold,373,2436,474,3159,23643,7881/58934
12,KhQ?GI??K??@,KiQ?GI??K??@,leaf_degree_two,pendant_path_fold,337,2162,428,2804,19612,4903/36059
12,KhQ?GI??K?O?,KiQ?GI??K?O?,leaf_degree_two,pendant_path_fold,441,2868,562,3723,30027,10009/82614
12,KhQ?K?@_??o?,KiQ?K?@_??o?,leaf_degree_two,pendant_path_fold,398,2544,507,3303,24786,4131/33631
12,KhQ?K?@_C?O?,KiQ?K?@_C?O?,leaf_degree_two,pendant_path_fold,523,3379,668,4390,38798,19399/174682
12,Kh_GK?@?K??@,Ki_GK?@?K??@,leaf_degree_two,pendant_path_fold,213,1282,261,1618,10032,3344/18531
12,Kh_GK?@?K?O?,Ki_GK?@?K?O?,leaf_degree_two,pendant_path_fold,276,1696,340,2144,15104,944/5865
12,Kh_GK?@?OA?G,Ki_GK?@?OA?G,leaf_degree_two,pendant_path_fold,304,1928,372,2426,20288,317/1767
12,Kh_GK?@?OAO?,Ki_GK?@?OAO?,leaf_degree_two,pendant_path_fold,312,1980,384,2500,19680,205/1248
12,Kh_GK?@?S??@,Ki_GK?@?S??@,leaf_degree_two,pendant_path_fold,261,1618,321,2044,14106,4702/27927
12,Kh_GK?@?S?O?,Ki_GK?@?S?O?,leaf_degree_two,pendant_path_fold,340,2144,420,2712,21600,18/119
12,Kh_GK?@_??o?,Ki_GK?@_??o?,leaf_degree_two,pendant_path_fold,307,1901,379,2405,17856,17856/116353
12,Kh_GK?@_C?O?,Ki_GK?@_C?O?,leaf_degree_two,pendant_path_fold,402,2523,498,3195,27936,776/5561
12,Kh_GOOGAC??@,Ki_GOOGAC??@,leaf_degree_two,pendant_path_fold,442,2861,541,3593,40305,40305/239122
12,Kh_GOOG_??_A,Ki_GOOG_??_A,leaf_degree_two,pendant_path_fold,372,2426,457,3057,28522,14261/85002
12,Kh_GOOG_??o?,Ki_GOOG_??o?,leaf_degree_two,pendant_path_fold,438,2851,540,3598,36384,1516/9855
12,Kh_GOQ??G@?C,Ki_GOQ??G@?C,leaf_degree_two,pendant_path_fold,352,2306,433,2909,25470,12735/76208
12,Kh_GOQ??G@O?,Ki_GOQ??G@O?,leaf_degree_two,pendant_path_fold,384,2500,474,3159,28056,1169/7584
12,Kh_GOQ??K??@,Ki_GOQ??K??@,leaf_degree_two,pendant_path_fold,347,2219,428,2804,23256,5814/37129
12,Kh_GOQ??K?O?,Ki_GOQ??K?O?,leaf_degree_two,pendant_path_fold,454,2943,562,3723,36276,9069/63787
12,Kh_GS?@?S??@,Ki_GS?@?S??@,leaf_degree_two,pendant_path_fold,321,2044,396,2584,20040,1670/10593
12,Kh_GS?@?S?O?,Ki_GS?@?S?O?,leaf_degree_two,pendant_path_fold,420,2712,520,3432,31200,1/7
12,Kh_GS?@_??o?,Ki_GS?@_??o?,leaf_degree_two,pendant_path_fold,379,2405,469,3044,25731,25731/177751
12,Kh_GS?@_C?O?,Ki_GS?@_C?O?,leaf_degree_two,pendant_path_fold,498,3195,618,4047,40896,1136/8549
12,Kh_K?E??K??@,Ki_K?E??K??@,leaf_degree_two,pendant_path_fold,342,2132,423,2699,21222,131/893
12,Kh_K?E??K?O?,Ki_K?E??K?O?,leaf_degree_two,pendant_path_fold,449,2832,557,3588,33588,33588/250093
12,Kh_K?E?_C?O?,Ki_K?E?_C?O?,leaf_degree_two,pendant_path_fold,592,3766,736,4774,54432,1701/13616
12,KiPAAA??K??@,KiPAAA?_C??@,leaf_degree_two,pendant_path_fold,661,4329,855,5680,53185,10637/113031
12,KiPAC?@?S??@,KiPAC?@?S?O?,leaf_degree_two,pendant_path_fold,541,3593,705,4745,33980,6796/76281
12,KiPAC?@_??o?,KiPACA?_??o?,leaf_degree_two,pendant_path_fold,638,4221,835,5584,38057,38057/532730
12,KiPC?CA?c??@,KiPC?CA?c?O?,leaf_degree_two,pendant_path_fold,493,3313,645,4389,26892,8964/105995
12,KiPC?CA_??_A,KiPCCA?_??_A,cherry,fold,457,3057,709,4773,13848,13848/324013
12,KiPC?CA_??o?,KiPC?CA_C?O?,leaf_degree_two,pendant_path_fold,540,3598,709,4773,26438,13219/191430
12,KiPC?E??K??@,KiPCCA??K??@,leaf_degree_two,pendant_path_fold,488,3196,640,4238,22704,1419/19520
12,KiPC?E??K?O?,KiPCCA??K?O?,leaf_degree_two,pendant_path_fold,640,4238,843,5628,29286,4881/89920
12,KiQ?GGC_??_A,KiQ?GGC_C?O?,cherry,fold,433,2909,673,4549,11960,11960/291409
12,KiQ?GGC_??o?,KiQ?GGC_C?O?,leaf_degree_two,pendant_path_fold,512,3426,673,4549,23390,11695/172288
12,KiQ?GI??G@O?,KiQ?GGC?G@O?,cherry,cherry_swing,474,3159,418,2811,11952,996/16511
12,KiQ?GI??K??@,KiQ?GI?_C??@,leaf_degree_two,pendant_path_fold,428,2804,562,3723,17596,4399/60134
12,KiQ?GI??K?O?,KiQ?GI?_C?O?,leaf_degree_two,pendant_path_fold,562,3723,741,4949,22595,22595/416442
12,KiQ?K?@_??o?,KiQCC?@_??o?,leaf_degree_two,pendant_path_fold,507,3303,668,4390,19326,3221/56446
12,KiQ?K?@_C?O?,KiQCC?@_C?O?,leaf_degree_two,pendant_path_fold,668,4390,883,5840,24750,12375/294922
12,Ki_GS?@?S??@,Ki_GS?@?S?O?,leaf_degree_two,pendant_path_fold,396,2584,520,3432,15392,37/495
12,Ki_GS?@?S?O?,KiOGS?@?S?O?,cherry,cherry_swing,520,3432,456,3048,19968,8/95
12,Ki_GS?@_??o?,Ki_GSA?_??o?,leaf_degree_two,pendant_path_fold,469,3044,618,4047,16851,5617/96614
12,Ki_GS?@_C?O?,Ki_GSA?_C?O?,leaf_degree_two,pendant_path_fold,618,4047,817,5385,21531,7177/168302
12,Ki_K?E??K??@,KiaC?E??K??@,leaf_degree_two,pendant_path_fold,423,2699,557,3588,14381,14381/235611
12,Ki_K?E??K?O?,KiaC?E??K?O?,leaf_degree_two,pendant_path_fold,557,3588,736,4774,18350,9175/204976
12,Ki_K?E?_C?O?,KiaC?E?_C?O?,leaf_degree_two,pendant_path_fold,736,4774,975,6356,23366,11683/358800
12,KkE?K?@_??o?,KsE?K?@_??o?,leaf_degree_two,pendant_path_fold,502,3180,663,4231,15622,7811/166413
12,KkE?K?@_C?O?,KsE?K?@_C?O?,leaf_degree_two,pendant_path_fold,663,4231,878,5633,19861,19861/582114
12,KkE?KA?_C?O?,KsE?KA?_C?O?,leaf_degree_two,pendant_path_fold,878,5633,1165,7503,25189,25189/1022870
13,LhCGS?@?G?_C?@,LhCGS?@?G@?C?@,leaf_degree_two,pendant_path_fold,137,810,166,1027,6239,6239/22742
13,LhCGS?@?G?_G?@,LhCGS?@?G@?G?@,leaf_degree_two,pendant_path_fold,149,902,176,1112,6936,867/3278
13,LhCGS?@?G?o??@,LhCGS?@?G@O??@,leaf_degree_two,pendant_path_fold,157,962,182,1163,7507,7507/28574
13,LhCG_E??G?_@?@,LhCO_E??G?_@?@,leaf_degree_two,pendant_path_fold,123,695,149,882,4931,4931/18327
13,LhCGc?@?G?_C?@,LhCOc?@?G?_C?@,leaf_degree_two,pendant_path_fold,149,906,176,1120,7424,464/1639
13,LhCGc?@?G?_G?@,LhCOc?@?G?_G?@,leaf_degree_two,pendant_path_fold,163,1013,194,1259,8695,8695/31622
13,LhCGc?@?G?o??@,LhCOc?@?G?o??@,leaf_degree_two,pendant_path_fold,173,1086,208,1360,9392,587/2249
13,LhCH?E??G?_@?@,LhCP?E??G?_@?@,leaf_degree_two,pendant_path_fold,133,770,157,950,5460,780/2983
13,LhCHC?@?G?_C?@,LhCPC?@?G?_C?@,leaf_degree_two,pendant_path_fold,159,983,185,1194,7991,7991/29415
13,LhCHC?@?G?_G?@,LhCPC?@?G?_G?@,leaf_degree_two,pendant_path_fold,175,1103,205,1346,9435,1887/7175
13,LhCHC?@?G?o??@,LhCPC?@?G?o??@,leaf_degree_two,pendant_path_fold,187,1187,221,1458,10319,607/2431
13,LhCI?E??G?_@?@,LhCQ?E??G?_@?@,leaf_degree_two,pendant_path_fold,139,815,161,986,5839,5839/22379
13,LhCIC?@?G?_C?@,LhCQC?@?G?_C?@,leaf_degree_two,pendant_path_fold,167,1041,192,1248,8544,89/334
13,LhCIC?@?G?_G?@,LhCQC?@?G?_G?@,leaf_degree_two,pendant_path_fold,185,1172,214,1411,10227,10227/39590
13,LhCIC?@?G?o??@,LhCQC?@?G?o??@,leaf_degree_two,pendant_path_fold,199,1265,232,1532,11388,2847/11542
13,LhCK?C@?G?o??@,LhCS?C@?G?o??@,leaf_degree_two,pendant_path_fold,141,830,161,990,5960,5960/22701
13,LhCK?C@?G@?G?@,LhCS?C@?G@?G?@,leaf_degree_two,pendant_path_fold,157,950,176,1112,7384,923/3454
13,LhCK?C@?G@?O?@,LhCS?C@?G@?O?@,leaf_degree_two,pendant_path_fold,161,986,182,1163,7791,159/598
13,LhCK?C@?G@O??@,LhCS?C@?G@O??@,leaf_degree_two,pendant_path_fold,161,990,184,1180,7820,85/322
13,LhCK?C@?GA?@?O,LhCS?C@?GA?@?O,leaf_degree_two,pendant_path_fold,179,1101,201,1290,9609,3203/11993
13,LhCK?C@?GA?@?_,LhCS?C@?GA?@?_,leaf_degree_two,pendant_path_fold,177,1100,200,1296,9392,1174/4425
13,LhCK?C@?GA?@_?,LhCS?C@?GA?@_?,leaf_degree_two,pendant_path_fold,173,1080,197,1282,9026,9026/34081
13,LhCK?C@?GA?O?@,LhCS?C@?GA?O?@,leaf_degree_two,pendant_path_fold,181,1130,205,1334,9804,9804/37105
13,LhCK?C@?GAO??@,LhCS?C@?GAO??@,leaf_degree_two,pendant_path_fold,179,1125,205,1342,9593,9593/36695
